raw_question,correct_answer
"From early Greek meaning 'a living together' what word refers to two organisms interacting together for mutual benefit, usually for long time, for example a bee and a flower, and figuratively also to people?","['Symbioses', 'Symbiot', 'Symbiotic', 'Symbiosis', 'Symbiant', 'Artificial symbiosis', 'Symbiotically', 'Symbiotoc relationship', 'Symbiotical', 'Mutual dependence', 'Symbiologist', 'Symbiote', 'Biotrophic', 'Symbiotics', 'Symbiologists', 'Symbiosis relationships of animals', 'Symbiotic association', 'Mutual symbiosis', 'Multigenomic organism', 'Symbionts', 'Symbiotic interaction', 'Symbiotic relationship', 'Symbiology', 'Symbiosys', 'Symbiotic relationships', 'Symbiont', 'Symbiotes']"
"Which word can go before Plant, Guest and Boat to make three other words?","['🏠', 'House (architecture)', 'Dwellinghouse', 'Hous', 'Domestic architecture', 'HOUSE', 'History of houses', 'House', 'Houses', 'Houseing', 'Houes', 'Independent house']"
"Rose Davis, who died in February 2009, led what famous 1970s campaign, whose slogan appeared on many London walls and bridges?",['Free George Davis']
Odumegwu Ojukwu was President of which state that seceded from Nigeria in 1967?,"['Biafran Air Force', 'List of Heads of State of Biafra', 'Biafra', 'BIAFRA', 'Bịafra', 'Republic of Biafra', 'Heads of State of Biafra', 'Presidents of Biafra', 'Republic Of Biafra', 'Nigeria-Biafra war', 'Head of State of Biafra', 'Biáfra', 'Biafrian', 'Biafran', 'Biafra, Republic of']"
Which two comedy actors had a hit in 1978 with you're the one that I want?,['Arthur Mullard and Hylda Baker']
"""The British version of the TV series """"The Office"""", is set where?""","['Slough, England', 'Slough UA', 'Slough (district)', 'Slough College', 'Slough, Buckinghamshire', 'Slough (town)', 'Slough', 'Priory School (Slough)', 'Slough, Berkshire']"
Where was Patsy Gallant travelling to and from in her seventies hit song?,['From New York to LA']
What is the name of both an African-American magazine and a type of wood?,"['St Helena Ebony', 'Diospyros glaberrima', 'Madagascar ebony', 'Diospyros hebecarpa', 'Ebony']"
Who is currently head chef of Le Manoir aux Quat' Saisons hotel and restaurant?,"['RAYMOND BLANC', 'Raymond Blanc', 'Brasserie Blanc']"
"What Italian-originating word means vivacity or vigour/vigor, and is also an infant toy brand?","['Brio (disambiguation)', 'Brio']"
"The structural integrity of the Howrah Bridge in Kolkata (Calcutta) India, which daily carries 60,000 vehicles and 50,000 pedestrians, was reported (2010) to be under corrosive attack from what?",['Human spitting']
‘Stone Cold Sober’ is the 2009 debut single of which English singer/songwriter?,"['Paloma Faith', 'List of songs recorded by Paloma Faith']"
"When a young squire was knighted for his deeds of valour in battle, he was said to have won his what?","['Spurs (disambiguation)', 'Spurs']"
"According to Irish mythology, which great warrior was responsible for the building of the 'Giant's Causeway' to link the shores of Scotland and Ireland?","['Finn Mac Cumhal', 'Fion Mac Cumhail', 'Fionn Mac Cumhail', 'Find mac Cumail', 'Finn McCool', 'Fin McCoul', 'Find mac Umaill', 'Finn mac Cool', 'Finn (Irish hero)', 'Finn Mac Cumhail', 'Finn MacCool', 'Finn mac Cumhal', 'Finn mac Cumaill', 'Fionn mac Cumhail', 'Find mac Cumaill', 'Fionn Mac Cumhaill', 'Fionn mac Cool', 'Fionn MacCool', 'Finn mac Cumhaill', 'Fingal (hero)', 'Feunn mac Cuail', 'Finn mac Cumhail', 'Finn McCoul', 'Finn mac Umaill', 'Finn MacCumhail', ""Finn M'Coul"", 'Mac Umaill', 'FINN McCOOL', 'Feunn mac Cueail', 'Fionn mac Cumhaill', 'Finn-maccool', 'Fionn MacCumhaill', 'Finn mac Coul', 'Deimne', 'Finn Maccool', 'Finn macCool', 'Finn MacCoul', 'Mac Cumhaill', 'Fionn mac Coul', 'Fionn MacCumhail', 'Fionn mac cumhaill', 'Finn Mac Cool', 'Feunn mac Cüail', 'Finn mac Cumail', 'Finn McCooil']"
"Up to 1875 in football, every time a goal was scored what did the players do",['Change ends']
"What ingredient, used cleverly very sparingly by the Romans, largely determines durability of concrete?","['Watery', 'Water surface', 'H₂O', 'Water in biology', 'Importance of water', 'Water', 'H2o', 'Life and water', 'Liquid water', 'Water and life']"
To which year in the 90s did the Queen refer as her annus horribilis?,"['1992', 'one thousand, nine hundred and ninety-two']"
"In the film Casablanca, how many times does Rick Blaine, played by Humphrey Bogart, say the words ‘Here’s looking at you kid’?",['Four times']
Two cities have the only Archbishops in the Church of England. Name one.,['CANTERBURY/YORK']
The Scottish village of Ullapool lies on which loch?,"['Little Loch Broom', 'Loch Broom']"
The Mawlawyah (Sufi Order) in Turkey are also known as what?,"['Mevlevi', 'The whirling dervishes', 'Dancing dervishes', 'Mevlevi Order', 'Mawlawi Order', 'Mawlawiya', 'Whirling dervishes', 'Mawlawiyah', 'Whirling Dervishes', 'Mawlawiyyah', 'Whirling dervish', 'Whirling Dervish']"
"Common salt is a compound formed from two elements, one is Sodium, which is the other?","['E925', 'Dichlorine', 'Chlroine', 'Clorine', 'Chlorine manufacturing process', 'CHLORINE', 'Oxymuriatic gas', 'Chlorene', 'Chlorine is manufactured', 'Cl (element)', 'Chloro', 'Hydrocarbons, chlorinated', 'Chlorine-iron fire', 'Chlorine', 'Kloreen', 'Bertholite', 'Muriaticum', 'Chlorine compounds', 'Cl2', 'Dephlogisticated marine acid', 'Cl', 'Making of Chlorine', 'Oxymuriatic acid', 'Chlor', 'Element 17', 'Chlorine gas']"
Which cheery Pharell Williams song was used on Despicable Me 2 soundtrack,"['Exultance', '😀', '😄', 'Exulted', 'Jolly', 'Exults', 'Gaiety (mood)', 'Lightheartedness', 'Felicitous', 'Exultancy', 'Light-Hearted', 'Happy', 'Jocund', 'Rejoicing', 'Enjoyment', 'Exultantly', 'Exulting', 'Meaning system', 'Joys', 'Jocundly', 'Felicitously', 'Light-hearted', 'Exultingly', 'Happineſs', 'Happyness', 'Jocundity', 'Jolliness', 'Happiness and religion', 'Happiest', 'Religion and happiness', 'Gladness', 'Happily', 'Hapiness', 'Cheerfulness', 'Happiness']"
In his diary what did Pepys call ‘jucalette’?,"['Chocolate Fondant', 'Choccie', 'Chocolate eggs', 'Chocolates', 'Choclate', 'Chocalate', 'Chocolate', 'Chocolate egg', 'Chocolate industry', 'Melting of chocolate', 'Box of chocolates', 'Chocolate maker', 'Chokolade', 'Chocolate Industry', 'Chocolate confectionery', 'Xocoatl', 'List of chocolate brands', 'Chocolate fondant', 'How chocolate is made', 'Why Chocolate Melts', 'Chocoatl', 'Gourmet chocolate', 'Economics of chocolate', 'Chocolate producer']"
The flag of Cornwall is a white cross on a background of what colour?,"['Blackishly', 'Color/black', 'Blackly', 'Black (color)', 'Rgb(0, 0, 0)', '000000', 'Blackeness', 'Blackishness', 'Black (colour)', 'Color/Black', 'Blackest', '(0, 0, 0)', 'Ultimately dark', 'Black is not a Color', 'Black', 'Black (Colour)', 'BLACK']"
Which Latvian born artist painted the Seagram Murals in 1958?,"['Marcus Rothkovich', 'Rothko, Mark', 'Marcus Rothkowitz', 'Rothkowitz', 'Rotko', 'Dedication to Rothko', 'Marks Rotko', 'Rothko', 'Mark Rothkowitz', 'Mark Rothko']"
What is the generic name given to the sparkling wines produced in the Penedes region of north-eastern Spain?,"['Cava (disambiguation)', 'Cava (wine)', 'Cava', 'CAVA']"
"Born June 11, 1880, Jeanette Rankin, the first woman elected to Congress, represented which Northwestern state?","['Politics of Montana', 'Climate of Montana', 'Big Sky Country', 'Geography of Montana', 'Forty-first State', 'Montana state nickname', 'Montucky', 'Treasure State', 'Sports in Montana', 'Symbols of the State of Montana', 'Montanans', 'Montana', 'Montana, United States', 'The Big Sky Country', 'Montana (U.S. state)', 'Religion in Montana', 'The Treasure State', 'Education in Montana', 'Demographics of Montana', 'State of Montana', 'Montana (state)', 'Montana state slogan', 'Government of Montana', 'Economy of Montana', 'US-MT', '41st State', 'Forty-First State', 'Montanan', 'Montana state official nickname']"
Which jazz musician had the forenames Leon Bismark?,['Bix BEIDERBECK']
Who were the parents of Ricky Nelson?,"['The Adventures of the Nelson Family', 'Adventures of Nelson Family', 'The adventures of ozzie and harriet', 'Adventures of Ozzie and Harriett', 'The Adventures of Ozzie & Harriet', 'Ozzie and Harriet', 'The Adventures of Ozzie and Harriet', 'The Adventures of Nelson Family', 'Adventures Of Ozzie And Harriet', 'The Adventures of Ozzie Harriet', 'The Adventures of Ozzie and Harriett', 'Adventures of the Nelson Family', 'Ozzie & Harriet', 'Adventures of Ozzie and Harriet']"
"""What musical artist was known as """"The Purple One""""?""","['Royal prince', 'Prens', 'Princes', 'Qinwang', 'Princely', 'Sang royal', 'Reigning prince', 'Princely hat', 'Prince regnant', 'Książę', 'Prince-regnant', 'Son of a king', 'Princeliness', 'Prinssi', 'Prince français', 'Księżna', 'Prince', 'Prince francais', 'Prince Regnant']"
What is the worlds' largest carnivorous marsupial?,"['Sarcophilus harrisii', 'Tas devil', 'TASMANIAN DEVIL', 'Sarcophilus ursinus', 'Tasmanian devil', 'Tazmanian devil', 'Tasmania devil', 'Tasmanian Devil', 'Tasmania Devil', 'Tassie devil', 'Tasmanian Devil (animal)', 'Tasmanian Devils', 'Tasmanian devils']"
Who was the winner of the 1999 Australian Formula One Grand Prix?,"['EDDIE IRVINE', 'Edmund Irvine', 'Eddie Irvine']"
What was the first name of politician Enoch Powell?,"['John (disambiguation)', 'John (European rulers)', '%22John%22', 'John (bishop)', 'John (song)', 'John']"
What was the name of both a disabled child and a ukelele player?,"['Tiny Tim (disambiguation)', 'Tiny Tim']"
In which Puccini opera does Lieutenant Pinkerton appear?,"['Madam Butterfly', 'Lieutenant Pinkerton', 'Madama Butterfly', 'Un bel di vedremo', 'B. F. Pinkerton', 'Cio-Cio-San', 'Cio Cio San', 'Cio-Cio San', 'Un bel dì vedremo', 'Un bel di', 'Madame Butterfly', 'B.F. Pinkerton', 'Vogliatemi bene', 'Un Bel Di']"
Whose plays include Mother Courage and Her Children and The Caucasian,['Chalk Circle?']
What is the actual translation of pot-pouri ?,['Putrid Pot']
Which comic hero was created by Bob Kane and Bill Finger in 1939?,"['BatMan', 'Batman: War on Crime', 'Bat-man', 'The Bat-Man', 'Fictional history of Batman', 'Bruce Wayne / Batman', 'Bat-Embargo', 'Batmarine', 'History of Batman', 'Brucewayne', 'The Caped Crusader', 'Batman/Bruce Wayne', 'Batman', 'Batsy', 'Bruce Wayne (Batman)', 'Bat man', 'Skills and abilities of Batman', 'Bat-Man', 'The Bat-man', 'New Look Batman', 'Batman (Bruce Wayne)', 'Matches Malone', 'Silver Age Batman', 'Batman (DC Comics)', 'Bruno Diaz', 'The bat-man', 'Batman (comics)', 'Bat Man', 'Bruce Wayne', 'Golden Age Batman', 'Batdude', 'Na na na na na na na na', 'Batman Emblem', 'THE BAT-MAN', 'Skills, abilities, resources and equipment of Batman', 'THE BATMAN', 'Caped Crusader', 'BAT-MAN', 'Batman / Bruce Wayne', 'The batman', 'Batman emblem', 'The Batman Handbook: The Ultimate Training Manual']"
Which famous playwright acted under the name David Baron?,"['Harold pintner', 'Harold Pinter CH CBE', 'Pinter', 'Harold Pinter, CH, CBE', 'Harold Pinter', 'Pinter, Harold', 'Harold Pinter, CH, CBE, Nobel Laureate', 'Harold pinter']"
"Mixing blue, red, and green light produces what colour/color?","['White (Colour)', 'Rgb(255, 255, 255)', 'White', 'Whitishness', 'Whiter', '(255, 255, 255)', 'Whitishly', 'White (political adjective)', 'White-', 'White-Finn', 'Whitest', 'FFFFFF', 'Color/white', 'Man on a white horse']"
Roughly how many different girls' names were registered in the UK for newborn females in 2013?,"['35000', 'thirty-five thousand', '35,000']"
What is the national flower of Switzerland?,"['Eidleweis', 'Leontopodium alpinum', 'Planika', 'Edelweiß', 'Edelweiss', 'Eidelweiss', 'Eidleweiss', ""Lion's foot"", 'Eidlewise']"
Name any of the 'falls'that make up Niagara Falls?,"['HORSESHOE FALLS, AMERICAN FALLS or BRIDAL VEIL FALLS']"
How many old pennies were there in a guinea?,"['252', 'two hundred and fifty-two']"
‘Tanach’ describes the whole of the scriptures of which religion?,"['Moshe La Khaim Eche Laerry La Jewess', 'Judismo', 'Jewish religion', 'Religous jews', 'Judaity', 'Jewish communities', 'Jewish Faith', 'Juadaism', 'Judiasm', 'Judaism', 'The Synagogue', 'Jewdaism', 'Judaistic', 'Ancient Judaism', 'Hebrew religion', 'Jewishism', 'Judaic', 'Jewism', 'Mosaic faith', 'Judism', 'Jewish family', 'Judeo', 'Jewish spirituality', 'Juddaism', 'Juadism', 'Judaism - Reform', 'Judaisem', 'Jewish tradition', 'Judaisam', 'Judasim', 'Judaically', 'Jewish (religion)', 'Judaical', 'Judaist', 'Jewishm', 'Jewish faith', 'Jewish Tradition', 'Ancient Hebrew religion', 'Jewity', 'Jew worship', 'Judaists', 'Jewish community', 'Beliefs of jews']"
What is tahini paste which is used in Middle Eastern cookery made from,"['Till (seed)', 'Black sesame', 'Sezame seed', 'Sesame', 'Sesame snaps', 'Sesame seed', 'Till seeds', 'Sesame seeds', 'Benne', 'Til (sesame)', 'Sesamum orientale', 'Sesame Seeds', 'Sesame Seed', 'Gingelly', 'Sesamum indicum']"
What are the only two countries that border both the Mediterranean Sea and the Red Sea?,['Egypt and Israel']
What is the chemical formula for Adams Ale ?,"['H 20', 'H-20', 'H.20', 'H20', 'H20 (disambiguation)']"
"In the game of Poker what is a run of five cards in sequence, irrespective of suit, called?","['A Straight', 'Straight.com', 'The Georgia Straight', 'Georgia Straight', 'The Straight']"
"""Which American playwright/screenwriter wrote """"The Odd Couple""""?""","['Neil Simon', 'Marvin Neil Simon']"
"""Michael J Fox played which character in the """"Back to the Future"""" trilogy (1985-1990)?""","['Marty mcfly', 'Marty Mcfly', 'Marty McFly']"
La Presse is a best selling daily newspaper in which country,"['Canada', 'Canadá', 'The Dominion of Canada', 'Commonwealth of Canada', 'Dominion of canada', 'ISO 3166-1:CA', 'Etymology of Canada', 'CANADA', 'Canadiophile', ""Canada's"", 'ᑲᓇᑕ', 'Canada/References', ""America's top hat"", 'Canada.', 'Cnada', 'Čanada', 'Canadian Federation', 'Kenadian', 'Canadialand', 'Xanada', 'Dominion of Canada', 'Canadaa']"
What did the Festival International du Film become in 2002?,"['Festival-cannes.com', 'Cannes International Film Festival', 'Le Festival de Cannes', 'Cannes Junior', 'Cannes Film festival', 'The Cannes Film Festival', 'Festival International du Film', 'Cann film festival', 'Festival International du Film de Cannes', 'Cannes Film Festival', 'Le Festival International du Film de Cannes', 'Canal+ Award', 'Canne film festival', 'Cannes filmfestival', 'Cannes film festival', 'Festival de Cannes', 'Festival De Cannes', 'Cannes Festival', 'Queer palm', 'Kodak Short Film Award']"
Who wrote the novel Tycoon in 1996?,"['Robbins, Harold', 'Harold Robbins', 'Harold J. Robbins']"
In which book does the character Melanie Wilkes appear?,"['Gone with teh wind', 'Gone With The Wind', 'GWTW', 'Gone With the Wind (novel)', 'Gone with The Wind', 'Characters in Gone With the Wind', 'The Winds of Tara', 'Gone with the wind', 'Gone with the Win', 'Gone w/ the wind', 'Gone With the Wind', 'Mammy (Gone with the Wind)', 'Gone with the Wind', 'Charles Hamilton (Gone with the Wind)', 'Gone with the Wind (novel)']"
The 1953 Broadway musical Kismet is based on the works of which classical composer?,"['Alexander Porfyrievich Borodin', 'Aleksandr Borodin', 'Alexander Borodin', 'Alexander Porfirovich Borodin', 'Borodine', 'Alexander Porfyrevich Borodin', 'Alexander Porphyrjewitsch Borodin', 'Alexandr Borodin', 'Alexandr Porfirevich Borodin', ""Alexander Porfir'yevich Borodin"", 'Aleksandr Porfiryevich Borodin', 'Aleksander Borodin', 'Alexander Borodine', 'A. Borodin', 'Borodin, Aleksandr Porfiryevich', 'Aleksandr Porfirevich Borodin', 'Alexander Porfiryevich Borodin', ""Aleksandr Porfir'yevich Borodin"", 'Alexander Porphyryevich Borodin', 'Alexander Porfir’yevich Borodin']"
How many aircrew formed the complement of a Lancaster Bomber in World War II ?,"['SEVEN', 'seven', '7']"
To what RAF base are the bodies of servicemen killed in the war in Afghanistan now transported?,"['Brize Norton', 'BRIZE NORTON', 'Brize-Norton']"
Which singer won the Eurovision Song Contest for Switzerland in 1988 and so launched her international career?,"['Dion, Celine', 'René-Charles Dion Angélil', 'Selene dion', 'Celine diomn', 'Celine dion discography', 'Rene-Charles Dion Angelil', 'Celene dion', 'Celine Dion discography', 'Celine dion', 'Céline Marie Claudette Dion', 'Celine Marie Claudette Dion', 'CELINE DION', 'Céline Dion discography', 'Céline Dion', 'Dion, Céline', 'Celine Dion']"
"Heirloom, Roma, and Pear are types of what?","['Tomato', 'Solanum lycopersicum', 'Tomat', 'Lycopersicum esculentum', 'Common tomato', 'Tomato varieties', 'Hot House tomato', 'Tomatoes', 'Poma amoris', 'Tomatos', 'Lycopersicum lycopersicum', 'Tomatoe', 'Gogonele', 'Tomahto', 'Lycopersicon lycopersicum', 'Tomatto', 'Domates', 'Green tomatoes', '🍅', 'Tomattoe', 'Green tomato', 'Tamatar', 'Potato potato', 'Lycopersicon esculentum', 'Jitomate', 'Tamator', 'Hot House tomatoes', 'Tomattoes', 'Love-apple', 'Tamato', 'Tomato plant', 'Love Apple', 'Lycopersicum', 'Tomattos']"
"Where did Henry Ford, in the early twentieth century, establish the Ford Motor Company?","['The 313', 'Detroit, Michigan', '2014 Southeastern Michigan flood', 'Detroit, Mich.', 'West Side Detroit', 'Detroit, Michigan, United States', 'The weather in Detroit', 'State of Detroit', 'Detroit automaker', 'St. Scholastica School, Detroit', 'Detroit, MI', 'Detroit, USA', 'Detroit, Michigan, U.S.', 'Detroit, Michigan, US', 'Demographics of Detroit', 'Detroit (MI)', 'Motor city', 'UN/LOCODE:USDET', 'Racial and Ethnic History of Detroit', 'Demographics of Detriot', 'Detroit, M.I.', 'Detroit, Michigan, USA', 'Race and ethnicity in Detroit', 'The Motor City', 'Motown, Michigan', 'The 3-1-3', 'Détroit, MI', 'Detroit, mi', ""Detroit's Effort in the Great War"", 'Detroit', 'Detroit, United States', 'Detroit, Michigan, U.S.A.', 'The motor city', 'Detroiters', 'Detroit Michigan', 'City of Detroit', 'City of Detroit, Michigan', 'Detroit City', 'Motor City', 'East Side Detroit', 'Detroit MI', 'Demographic profile of Detroit', 'Detroit (Mich.)', 'Detriot', 'Détroit, Michigan']"
